id_siniestro,id_poliza,id_asegurado,ramo,placa,cobertura,fecha_ocurrencia,fecha_reporte,dias_ocurrencia_reporte,monto_reclamado,monto_estimado,monto_pagado,estado,sucursal,id_proveedor,descripcion,docs_completos,proveedor_lista_restrictiva,dias_desde_inicio_poliza,dias_hasta_fin_poliza,historial_siniestros_asegurado,suma_asegurada,similitud_narrativa,numero_parte_policial,fecha_inicio_poliza,fecha_fin_poliza,prima_anual,canal_venta,estado_poliza,nombres_asegurado,segmento,ciudad,antiguedad_anios,n_polizas_activas,n_reclamos_12_meses,n_reclamos_historico,reclamos_rc_sin_tercero,perfil_riesgo_historico,nombre_proveedor,tipo_proveedor,ciudad_proveedor,n_siniestros_proveedor,proveedor_en_lista_restrictiva,motivo_restriccion,promedio_monto_proveedor,cantidad_documentos,cantidad_declaraciones,cantidad_denuncia_policial,cantidad_exámenes,cantidad_facturas,cantidad_factura_de_reparacion,cantidad_factura_hospitalaria,cantidad_fotografías,cantidad_fotografías_del_daño,cantidad_historia_clínica,cantidad_informe_tecnico,cantidad_orden_medica,cantidad_partes_policiales,cantidad_peritaje,ratio_monto_suma,delta_monto_proveedor,alerta_borde_inicio,alerta_borde_fin,reporte_tardio,narrativa_similar,narrativa_clonada,doc_factura_alterada,doc_ruc_invalido,doc_caso_fraude,doc_caso_inconsistente,doc_parte_tardio_dias,doc_sin_denuncia_previa,doc_robo,doc_perdida_total,doc_flagrancia,doc_lesionados,doc_detenidos,doc_tercero_identificado,doc_sin_testigos,doc_sin_intervencion,doc_hora_accidente,doc_fecha_factura_min,n_pdfs_extraidos,tipos_pdf,doc_parte_tardio,alerta_similitud_sin_testigos,alerta_robo_sin_denuncia,alerta_proveedor_fraude_documental,score_documental_raw,nlp_freq_descripcion,nlp_descripcion_rara,nlp_descripcion_comun,nlp_grupo_id,nlp_sim_entre_grupos,nlp_cluster_fraude,nlp_score,nlp_valida_excel
SIN-0126,POL-0126,ASEG-0031,Hogar,,Incendio,2024-11-13,2024-11-14,1,5513,5375,5043,Liquidado,Ambato,PROV-022,Cortocircuito que causó incendio parcial.,True,False,258,107,0,20000,0.2,,2024-02-29,2025-02-28,465,Broker,Expirada,Morales Espín Byron Rodrigo,Natural,Ambato,0,3,3,4,0,Alto,Técnicos Especializados EC,Servicios,Guayaquil,12,False,No,,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0.2756,,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,6,False,False,28,0.1021,-1,16.6,True
SIN-0127,POL-0127,ASEG-0036,Vehículos,AZY-8812,Robo,2024-10-21,2024-10-22,1,11227,11735,11038,Pago Total,Loja,TALLER-017,Sustracción de bienes durante ausencia del hogar.,True,False,64,301,1,30000,0.08,,2024-08-18,2025-08-18,563,Digital,Expirada,Pérez Vásquez Ana Lucía,Natural,Esmeraldas,7,2,3,5,2,Alto,Mecánica Manabí,Automotriz,Ibarra,19,False,No,,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0.3742,,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,36,False,True,13,0.1176,-1,21.0,False
SIN-0128,POL-0128,ASEG-0182,Vehículos,AZY-2918,Pérdida Total,2024-04-19,2024-04-20,1,3510,3493,0,Investigación,Riobamba,TALLER-020,Vehículo totalmente siniestrado en volcamiento.,True,False,24,341,2,10000,0.6,,2024-03-26,2025-03-26,259,Agente,Expirada,Aguirre Bermeo Liliana Alexandra,Natural,Manta,2,2,6,6,2,Alto,Taller Quito Sur Cía.,Automotriz,Guayaquil,24,False,No,,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0.351,,True,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,17,False,True,17,0.0928,-1,49.3,False
SIN-0129,POL-0129,ASEG-0147,Vehículos,GYE-7384,Choque,2025-04-22,2025-04-24,2,3628,3538,3425,Liquidado,Ambato,TALLER-012,"Golpe trasero en cola de tráfico, testigos presentes.",True,False,81,284,2,28000,0.16,,2025-01-31,2026-01-31,827,Agente,Expirada,Brito Ordóñez Henry Omar,Natural,Loja,1,2,1,4,0,Alto,Serviautos Litoral,Automotriz,Riobamba,23,False,No,,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0.1296,,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,19,False,True,0,0.0752,-1,19.3,False
SIN-0130,POL-0130,ASEG-0090,Vehículos,CHB-5523,Choque,2024-03-15,2024-03-17,2,6984,6957,0,Reserva,Riobamba,TALLER-002,"Accidente múltiple de madrugada, daños en carrocería.",False,False,14,351,0,15000,0.23,,2024-03-01,2025-03-01,314,Broker,Expirada,Flores Castillo Roberto Antonio,Natural,Ibarra,8,2,1,1,1,Bajo,Automotriz Centro Sur,Automotriz,Cuenca,23,False,No,,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0.4656,,True,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,20,False,True,15,0.0942,-1,24.7,False
SIN-0131,POL-0131,ASEG-0153,Vehículos,LOJ-1847,Robo de Accesorios,2025-05-03,2025-05-05,2,1720,1750,1626,Liquidado,Cuenca,TALLER-011,Sustracción de rines y estéreo durante la noche.,True,False,323,42,2,18000,0.25,,2024-06-14,2025-06-14,397,Bancaseguros,Expirada,Jiménez Vargas Patricia Elena,Natural,Esmeraldas,5,1,3,4,0,Alto,Mecánica Tungurahua,Automotriz,Quito,16,False,No,,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0956,,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,14,False,True,25,0.1176,-1,23.5,False
SIN-0132,POL-0132,ASEG-0064,Vehículos,GYE-4837,Robo,2024-05-20,2024-05-26,6,10378,10585,0,Reserva,Loja,TALLER-016,Robo con violencia en domicilio.,True,False,14,351,1,22000,0.24,,2024-05-06,2025-05-06,547,Bancaseguros,Expirada,Silva Intriago Katherine Noemi,Natural,Guayaquil,2,3,3,7,0,Alto,Servicio Técnico Loja,Automotriz,Ibarra,20,False,No,,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0.4717,,True,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,30,False,True,4,0.1055,-1,29.7,False
SIN-0133,POL-0133,ASEG-0178,Vehículos,CHB-9918,Responsabilidad Civil,2024-10-17,2024-10-30,13,13950,10304,0,Negativa,Riobamba,TALLER-007,Raspón lateral a vehículo estacionado.,False,False,41,324,0,20000,0.59,,2024-09-06,2025-09-06,523,Agente,Expirada,Jiménez Vargas Patricia Elena,Natural,Ibarra,2,2,0,3,0,Medio,Multiservicios Automotrices EC,Automotriz,Ambato,17,False,No,,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0.6975,,False,False,True,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,12,False,True,18,0.1083,-1,46.4,False
SIN-0134,POL-0134,ASEG-0073,Salud,,Consulta Externa,2025-06-14,2025-06-16,2,1765,1767,1732,Liquidado,Esmeraldas,HOSP-001,Siniestro reportado con documentación.,True,False,235,130,1,30000,0.24,,2024-10-22,2025-10-22,778,Broker,Expirada,Ruiz Andrade Patricia Elena,Natural,Quito,6,1,3,7,0,Alto,Clínica Santa Cecilia,Salud,Ambato,8,False,No,,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0588,,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,70,False,True,9,0.0,-1,46.8,False
SIN-0135,POL-0135,ASEG-0001,Vehículos,SDO-5523,Pérdida Total,2025-07-06,2025-07-06,0,1711,1656,1636,Liquidado,Manta,TALLER-002,Vehículo totalmente siniestrado en volcamiento.,True,False,200,165,0,12000,0.21,,2024-12-18,2025-12-18,364,Bancaseguros,Expirada,Morales Freire Byron Rodrigo,Natural,Manta,3,1,1,3,1,Medio,Automotriz Centro Sur,Automotriz,Cuenca,23,False,No,,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0.1426,,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,17,False,True,17,0.0928,-1,22.0,False
SIN-0136,POL-0136,ASEG-0186,Vehículos,MNT-5834,Cristales,2025-06-07,2025-06-07,0,1327,1338,1178,Pago Total,Manta,TALLER-004,Parabrisas fisurado en autopista.,True,False,304,61,0,10000,0.08,,2024-08-07,2025-08-07,279,Bancaseguros,Expirada,Castro Villafuerte Sandra Cristina,Natural,Guayaquil,2,2,1,1,1,Bajo,Servicio Express Loja,Automotriz,Ibarra,24,False,No,,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1327,,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,14,False,True,11,0.1435,-1,11.6,False
SIN-0137,POL-0137,ASEG-0123,Vehículos,LOJ-8834,Choque,2025-02-20,2025-02-21,1,962,981,951,Liquidado,Manta,TALLER-005,Colisión en tráfico urbano con parte policial y fotografías.,True,False,220,145,0,10000,0.27,,2024-07-15,2025-07-15,282,Bancaseguros,Expirada,Ortega Suárez Héctor Guillermo,Natural,Loja,0,3,0,2,1,Medio,Taller Portuario Guayaquil,Automotriz,Portoviejo,21,False,No,,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0962,,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,17,False,True,27,0.0852,-1,26.2,False
SIN-0138,POL-0138,ASEG-0113,Vehículos,AZY-5573,Responsabilidad Civil,2024-12-19,2024-12-19,0,5476,4906,0,Pago Parcial,Manta,TALLER-013,Colisión en rotonda con vehículo de tercero.,True,False,32,333,3,12000,0.33,,2024-11-17,2025-11-17,371,Bancaseguros,Expirada,Mora Loza Adriana Marcela,Natural,Guayaquil,1,1,5,5,0,Alto,Taller Chimborazo Express,Automotriz,Loja,25,False,No,,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0.4563,,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,15,False,True,6,0.1095,-1,29.5,False
SIN-0139,POL-0139,ASEG-0071,Hogar,,Robo,2024-10-24,2024-10-25,1,16184,13710,0,Pago Parcial,Manta,PROV-018,Robo de joyas y equipos electrónicos.,True,False,14,351,0,35000,0.16,,2024-10-10,2025-10-10,924,Digital,Expirada,Núñez Andrade Verónica Paola,Natural,Esmeraldas,5,1,1,4,1,Alto,Hogar Seguro S.A.,Servicios,Ambato,17,False,No,,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0.4624,,True,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,24,False,True,12,0.1055,-1,21.5,False
SIN-0140,POL-0140,ASEG-0127,Salud,,Urgencias,2024-07-08,2024-07-09,1,4705,4855,4603,Pago Total,Guayaquil,HOSP-005,Siniestro reportado con documentación.,True,False,66,299,0,50000,0.28,,2024-05-03,2025-05-03,1347,Broker,Expirada,Herrera Salinas Jorge Enrique,Natural,Manta,4,3,0,2,1,Medio,Centro Médico del Sur,Salud,Quito,8,False,No,,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0941,,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,70,False,True,9,0.0,-1,49.6,False
SIN-0141,POL-0141,ASEG-0198,Vehículos,AZY-8812,Choque,2025-01-25,2025-01-26,1,2977,2932,2726,Pago Total,Quito,TALLER-003,Impacto lateral en intersección con semáforo.,True,False,90,275,1,10000,0.18,,2024-10-27,2025-10-27,182,Broker,Expirada,Pacheco Vélez Gloria Susana,Natural,Cuenca,4,2,0,4,0,Alto,Mecánica Imbabura S.A.,Automotriz,Manta,26,False,No,,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2977,,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,13,False,True,3,0.208,-1,18.2,False
SIN-0142,POL-0142,ASEG-0022,Salud,,Consulta Externa,2025-05-03,2025-05-04,1,10587,10634,10178,Pago Total,Guayaquil,HOSP-004,Siniestro reportado con documentación.,True,False,227,138,0,30000,0.2,,2024-09-18,2025-09-18,949,Agente,Expirada,Vega Montoya Fanny Lorena,Natural,Ambato,1,3,2,2,0,Medio,Hospital Básico Guayaquil,Salud,Loja,5,False,No,,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0.3529,,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,70,False,True,9,0.0,-1,44.0,False
SIN-0143,POL-0143,ASEG-0063,Vehículos,PIC-2847,Choque,2024-03-09,2024-03-17,8,19732,15507,0,Reserva,Ibarra,TALLER-011,"Accidente múltiple de madrugada, daños en carrocería.",False,False,9,356,3,25000,0.35,,2024-02-29,2025-02-28,664,Broker,Expirada,López Guerrero Juan Pablo,Natural,Ibarra,0,3,1,7,2,Alto,Mecánica Tungurahua,Automotriz,Quito,16,False,No,,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0.7893,,True,False,True,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,20,False,True,15,0.0942,-1,33.1,False
SIN-0144,POL-0144,ASEG-0198,Vehículos,GYE-8371,Choque,2024-11-14,2024-11-15,1,3377,3326,3153,Pago Total,Loja,TALLER-006,Colisión en tráfico urbano con parte policial y fotografías.,True,False,99,266,2,18000,0.16,,2024-08-07,2025-08-07,456,Broker,Expirada,Pacheco Vélez Gloria Susana,Natural,Cuenca,4,2,0,4,0,Alto,Auto Service Quito Norte,Automotriz,Guayaquil,15,False,No,,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0.1876,,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,17,False,True,27,0.0852,-1,18.5,False
SIN-0145,POL-0145,ASEG-0059,Vehículos,ESM-4847,Cristales,2024-03-25,2024-03-26,1,3338,3148,3133,Liquidado,Esmeraldas,TALLER-017,Vidrio lateral roto por vandalismo.,True,False,83,282,0,8000,0.14,,2024-01-02,2025-01-01,240,Agente,Expirada,Mendoza Ríos Marco Vinicio,Natural,Ibarra,1,3,5,5,2,Alto,Mecánica Manabí,Automotriz,Ibarra,19,False,No,,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0.4172,,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,18,False,True,21,0.1048,-1,17.5,False
SIN-0146,POL-0146,ASEG-0107,Vehículos,IBR-1029,Cristales,2024-08-12,2024-08-12,0,2514,2327,2159,Pago Total,Loja,TALLER-012,Vidrio lateral roto por vandalismo.,True,False,86,279,0,10000,0.11,,2024-05-18,2025-05-18,260,Bancaseguros,Expirada,Silva Intriago Katherine Noemi,Natural,Manta,5,1,3,3,1,Medio,Serviautos Litoral,Automotriz,Riobamba,23,False,No,,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0.2514,,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,18,False,True,21,0.1048,-1,15.4,False
SIN-0147,POL-0147,ASEG-0023,Hogar,,Rotura de Cristales,2024-01-19,2024-01-19,0,11427,10551,0,Reserva,Riobamba,PROV-022,Siniestro reportado con documentación.,False,False,14,351,0,25000,0.24,,2024-01-05,2025-01-04,520,Digital,Expirada,Ramos Loor Freddy Oswaldo,Natural,Ambato,7,1,0,3,1,Medio,Técnicos Especializados EC,Servicios,Guayaquil,12,False,No,,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0.4571,,True,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,70,False,True,9,0.0,-1,46.8,False
SIN-0148,POL-0148,ASEG-0002,Vehículos,AZY-8812,Pérdida Total,2024-05-16,2024-05-28,12,12218,8050,0,Investigación,Quito,TALLER-017,Vehículo totalmente siniestrado en volcamiento.,False,False,17,348,0,28000,0.45,,2024-04-29,2025-04-29,640,Digital,Expirada,Aguirre Bermeo Liliana Alexandra,Natural,Cuenca,1,2,3,4,0,Alto,Mecánica Manabí,Automotriz,Ibarra,19,False,No,,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0.4364,,True,False,True,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,17,False,True,17,0.0928,-1,38.8,False
SIN-0149,POL-0149,ASEG-0024,Vehículos,GYE-1029,Choque,2024-10-17,2024-10-22,5,20829,10882,0,Reserva,Manta,TALLER-002,Sustracción de rines y estéreo durante la noche.,False,False,24,341,3,22000,0.88,,2024-09-23,2025-09-23,612,Broker,Expirada,Vargas Andrade William Alexis,Natural,Ambato,6,2,6,6,0,Alto,Automotriz Centro Sur,Automotriz,Cuenca,23,False,No,,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0.9468,,True,False,False,True,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,14,False,True,25,0.1176,-1,67.6,True
SIN-0150,POL-0150,ASEG-0081,Salud,,Urgencias,2024-11-21,2024-11-21,0,13986,13149,11830,Pago Total,Loja,HOSP-003,Siniestro reportado con documentación.,True,False,163,202,0,50000,0.24,,2024-06-11,2025-06-11,1090,Digital,Expirada,Carrillo Cabrera Patricio German,Natural,Portoviejo,6,1,4,4,1,Alto,Clínica Ibarra Salud,Salud,Ibarra,5,False,No,,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0.2797,,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,70,False,True,9,0.0,-1,46.8,False
SIN-0151,POL-0151,ASEG-0198,Vehículos,LOJ-1847,Robo,2024-06-20,2024-06-20,0,13745,11505,0,Investigación,Riobamba,TALLER-008,Sustracción de bienes durante ausencia del hogar.,False,False,14,351,3,25000,0.16,,2024-06-06,2025-06-06,543,Digital,Expirada,Pacheco Vélez Gloria Susana,Natural,Cuenca,4,2,0,4,0,Alto,Reparaciones Viales Cía.,Automotriz,Manta,21,False,No,,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5498,,True,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,36,False,True,13,0.1176,-1,26.6,False
SIN-0152,POL-0152,ASEG-0174,Vehículos,MNT-0847,Responsabilidad Civil,2024-04-08,2024-04-08,0,6022,4511,0,Investigación,Ambato,TALLER-005,"Impacto posterior en intersección, tercero no identificado.",False,False,9,356,0,8000,0.36,,2024-03-30,2025-03-30,251,Agente,Expirada,Gutiérrez Moreta Diana Fernanda,Natural,Portoviejo,0,3,0,1,1,Bajo,Taller Portuario Guayaquil,Automotriz,Portoviejo,21,False,No,,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7528,,True,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,12,False,True,22,0.208,-1,30.3,False
SIN-0153,POL-0153,ASEG-0020,Hogar,,Robo,2024-11-26,2024-11-26,0,9160,8627,8185,Pago Total,Guayaquil,PROV-021,Sustracción de bienes durante ausencia del hogar.,True,False,229,136,0,40000,0.06,,2024-04-11,2025-04-11,968,Broker,Expirada,Vargas Andrade William Alexis,Natural,Ibarra,4,1,0,2,1,Medio,Reparaciones Tungurahua,Servicios,Cuenca,17,False,No,,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0.229,,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,36,False,True,13,0.1176,-1,19.6,False
SIN-0154,POL-0154,ASEG-0045,Vehículos,CHB-9918,Responsabilidad Civil,2024-05-04,2024-05-19,15,9795,6515,0,Investigación,Manta,TALLER-003,Colisión en rotonda con vehículo de tercero.,False,False,29,336,0,18000,0.38,,2024-04-05,2025-04-05,395,Broker,Expirada,Mora Loza Adriana Marcela,Natural,Loja,8,1,0,5,2,Alto,Mecánica Imbabura S.A.,Automotriz,Manta,26,False,No,,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0.5442,,True,False,True,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,15,False,True,6,0.1095,-1,33.0,False
SIN-0155,POL-0155,ASEG-0162,Vehículos,SDO-5523,Robo de Accesorios,2024-07-28,2024-07-29,1,6258,5505,0,Reserva,Quito,TALLER-001,Robo de accesorios en zona residencial.,False,False,14,351,1,20000,0.22,,2024-07-14,2025-07-14,494,Agente,Expirada,Castro Villafuerte Sandra Cristina,Natural,Portoviejo,5,3,0,4,0,Alto,Taller El Norte Cía. Ltda.,Automotriz,Ambato,11,False,No,,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0.3129,,True,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,16,False,True,7,0.1055,-1,22.3,False
SIN-0156,POL-0156,ASEG-0121,Salud,,Maternidad,2025-02-23,2025-03-07,12,35207,25960,0,Reserva,Loja,PROV-014,Siniestro reportado con documentación.,False,False,27,338,0,60000,0.53,,2025-01-27,2026-01-27,1920,Broker,Expirada,Naranjo Velasco Edwin Patricio,Natural,Ibarra,7,1,0,1,0,Bajo,Servicios Hogar Ecuador,Servicios,Quito,10,False,No,,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0.5868,,True,False,True,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,70,False,True,9,0.0,-1,67.1,False
SIN-0157,POL-0157,ASEG-0045,Vehículos,ESM-4847,Robo,2024-11-13,2024-11-15,2,8973,7497,0,Reserva,Manta,TALLER-020,Sustracción de bienes durante ausencia del hogar.,True,False,14,351,1,20000,0.21,,2024-10-30,2025-10-30,586,Digital,Expirada,Mora Loza Adriana Marcela,Natural,Loja,8,1,0,5,2,Alto,Taller Quito Sur Cía.,Automotriz,Guayaquil,24,False,No,,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0.4486,,True,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,36,False,True,13,0.1176,-1,30.1,False
SIN-0158,POL-0158,ASEG-0126,Vehículos,LOJ-1847,Choque,2024-11-28,2024-11-28,0,4376,4484,4129,Liquidado,Guayaquil,TALLER-013,Colisión en tráfico urbano con parte policial y fotografías.,True,False,304,61,0,15000,0.13,,2024-01-29,2025-01-28,396,Agente,Expirada,Espinoza Rueda Cinthya Dayana,Natural,Ibarra,5,2,1,1,1,Bajo,Taller Chimborazo Express,Automotriz,Loja,25,False,No,,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0.2917,,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,17,False,True,27,0.0852,-1,16.4,False
SIN-0159,POL-0159,ASEG-0151,Salud,,Cirugía,2025-06-15,2025-06-17,2,6548,6140,5519,Pago Total,Guayaquil,HOSP-004,Intervención de urgencia con facturas adjuntas.,True,False,262,103,0,40000,0.08,,2024-09-26,2025-09-26,1258,Broker,Expirada,Brito Ordóñez Henry Omar,Natural,Quito,7,3,0,1,1,Bajo,Hospital Básico Guayaquil,Salud,Loja,5,False,No,,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0.1637,,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,4,False,False,29,0.0,-1,7.3,True
SIN-0160,POL-0160,ASEG-0182,Vehículos,LOJ-5523,Robo de Accesorios,2024-07-26,2024-08-03,8,14665,11506,0,Negativa,Portoviejo,TALLER-999,Colisión en rotonda con vehículo de tercero.,False,True,25,340,3,15000,0.81,,2024-07-01,2025-07-01,410,Digital,Expirada,Aguirre Bermeo Liliana Alexandra,Natural,Manta,2,2,6,6,2,Alto,Taller No Registrado — Asociado a red de fraude,Automotriz,Portoviejo,12,True,Sí,,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0.9777,,True,False,True,True,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,15,False,True,6,0.1095,-1,63.1,False
SIN-0161,POL-0161,ASEG-0164,Vehículos,TNB-1029,Robo de Accesorios,2025-05-06,2025-05-07,1,4835,4503,4345,Pago Total,Guayaquil,TALLER-018,Robo de accesorios en zona residencial.,True,False,237,128,0,12000,0.09,,2024-09-11,2025-09-11,272,Broker,Expirada,Pacheco Vélez Gloria Susana,Natural,Guayaquil,7,2,1,1,1,Bajo,Automotriz Ambato Central,Automotriz,Ibarra,15,False,No,,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0.4029,,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,16,False,True,7,0.1055,-1,13.2,False
SIN-0162,POL-0162,ASEG-0064,Vehículos,GYE-1029,Cristales,2024-09-12,2024-09-18,6,10072,9299,0,Pago Parcial,Guayaquil,TALLER-015,Vidrio lateral roto por vandalismo.,True,False,76,289,2,18000,0.39,,2024-06-28,2025-06-28,522,Digital,Expirada,Silva Intriago Katherine Noemi,Natural,Guayaquil,2,3,3,7,0,Alto,Automotriz Sur Azuay,Automotriz,Manta,18,False,No,,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5596,,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,18,False,True,21,0.1048,-1,35.0,False
SIN-0163,POL-0163,ASEG-0123,Vehículos,LOJ-5523,Robo de Accesorios,2024-03-31,2024-04-02,2,11488,7037,0,Reserva,Manta,TALLER-777,Robo de airbags y pantalla en parqueadero.,False,True,7,358,1,25000,0.46,,2024-03-24,2025-03-24,476,Agente,Expirada,Ortega Suárez Héctor Guillermo,Natural,Loja,0,3,0,2,1,Medio,Mecánica Sin Nombre — Facturación irregular,Automotriz,Ambato,10,True,Sí,,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0.4595,,True,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,18,False,True,2,0.1055,-1,39.9,False
SIN-0164,POL-0164,ASEG-0181,Vehículos,SDO-5523,Choque,2025-02-25,2025-02-25,0,5274,5132,4857,Pago Total,Ibarra,TALLER-012,Impacto lateral en intersección con semáforo.,True,False,87,278,0,12000,0.13,,2024-11-30,2025-11-30,318,Broker,Expirada,Delgado Cevallos Iván Rodrigo,Natural,Quito,0,1,1,1,0,Bajo,Serviautos Litoral,Automotriz,Riobamba,23,False,No,,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0.4395,,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,0,,False,False,False,False,0.0,13,False,True,3,0.208,-1,14.7,False
